ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts,outcome
41218,2020-02,900,496,1364,-1.16,0.01,2,4000,36,Best Loans Warehouse,58,London,1,33,2.0,0,0,-2,4,,0,0,1,65,7,2,1,2,0
20481,2021-06,680,531,294,0.88,-1.15,26,2000,48,Best Loans Warehouse,33,North West,0,14,4.0,1,0,-2,4,71.0,0,0,0,0,9,5,1,0,0
12992,2020-05,929,878,809,-1.2,0.17,12,15000,60,Loan Saving Expert,46,South East,5,105,2.0,0,0,-2,0,78.0,0,0,0,0,2,0,0,3,0
51763,2020-12,1101,980,1001,1.42,1.08,2,10000,48,Best Loans Warehouse,57,Yorkshire and The Humber,6,112,1.0,0,1,-2,1,,0,0,0,0,4,0,0,1,0
54602,2020-07,793,658,1061,-1.02,-0.55,8,5000,36,Other,27,South East,6,104,9.0,0,0,0,0,80.0,0,0,0,0,5,2,0,0,1
33073,2020-07,969,564,963,-1.25,0.38,4,8000,48,Best Loans Warehouse,25,Yorkshire and The Humber,0,17,2.0,0,0,-2,6,61.0,0,0,0,0,5,3,0,2,0
23086,2020-03,927,812,1139,-1.19,0.16,8,8000,36,Best Loans Warehouse,29,South East,6,100,2.0,1,0,-2,2,8.0,0,0,0,0,5,0,0,4,0
24879,2021-11,921,520,523,1.19,0.12,10,8000,36,Best Loans Warehouse,40,East of England,1,34,1.0,0,0,-2,0,,0,0,0,0,4,0,0,3,0
36033,2021-05,1058,759,1178,-1.36,0.85,2,7000,48,Loan Saving Expert,62,East of England,3,77,2.0,0,0,-2,3,19.0,0,0,0,0,7,3,0,2,0
30156,2020-03,761,636,745,-0.98,-0.72,12,2000,24,Best Loans Warehouse,43,Yorkshire and The Humber,2,43,6.0,1,0,1,2,48.0,0,0,0,0,9,2,0,1,0
40975,2020-02,900,530,590,-1.16,0.01,12,8000,48,Best Loans Warehouse,50,North West,3,46,6.0,1,0,-2,2,14.0,0,0,1,13,9,4,1,0,0
26466,2021-05,900,818,1106,1.16,0.01,12,5000,24,Best Loans Warehouse,25,London,6,70,2.0,0,0,-2,4,95.0,0,0,2,36,5,1,2,0,0
40464,2020-12,833,1167,469,-1.07,-0.34,12,4000,18,Best Loans Warehouse,36,South West,5,71,2.0,0,0,-2,1,15.0,0,0,0,0,1,1,0,2,0
34611,2020-12,1023,1092,803,1.32,0.67,6,4000,12,Best Loans Warehouse,32,West Midlands,6,83,4.0,0,0,-2,4,2.0,0,0,0,0,8,3,0,3,0
35395,2020-05,957,802,361,-1.23,0.32,6,3000,24,Best Loans Warehouse,50,North West,2,47,1.0,1,1,-2,1,,0,0,0,0,7,0,0,4,0
21859,2021-05,988,978,1360,1.27,0.48,3,15000,60,Best Loans Warehouse,42,South West,2,58,3.0,1,0,-2,2,,0,0,0,0,6,1,0,5,0
23712,2020-04,957,531,709,1.23,0.32,6,20000,60,Other,41,West Midlands,6,123,,1,1,-2,3,77.0,0,0,0,0,9,1,0,3,0
23922,2020-12,884,684,796,1.14,-0.07,10,2000,24,Best Loans Warehouse,43,Yorkshire and The Humber,4,88,8.0,0,0,-2,5,56.0,0,0,2,42,2,0,2,0,0
53673,2021-01,1078,613,1544,1.39,0.96,1,10000,36,Best Loans Warehouse,33,South West,3,76,3.0,1,1,-2,5,5.0,0,0,0,0,6,3,0,1,0
34301,2021-05,1154,566,1506,1.49,1.36,2,5000,36,Other,35,West Midlands,6,101,3.0,1,1,-2,5,36.0,0,0,0,0,6,1,0,0,0
13780,2021-08,838,699,1032,-1.08,-0.32,1,2000,48,Best Loans Warehouse,36,North West,6,126,8.0,1,0,0,1,80.0,2,38,0,0,4,2,0,1,0
50132,2020-05,891,720,1281,1.15,-0.04,6,5000,36,Best Loans Warehouse,30,Yorkshire and The Humber,1,22,6.0,1,0,-2,1,30.0,0,0,0,0,9,6,0,1,0
44591,2020-12,802,729,640,1.03,-0.51,6,5000,24,Get Loans Marketplace,48,West Midlands,4,72,,0,0,-2,6,29.0,0,0,1,72,1,0,1,2,0
56076,2021-08,795,630,539,-1.02,-0.54,10,6000,30,Best Loans Warehouse,30,South East,6,82,4.0,1,0,0,5,37.0,0,0,0,0,9,1,0,1,0
34023,2020-05,1041,1009,1443,-1.34,0.76,4,6500,24,Best Loans Warehouse,34,South West,3,58,1.0,0,0,0,6,84.0,0,0,0,0,4,1,0,1,0
28095,2021-07,1034,758,472,-1.33,0.72,8,3900,18,Best Loans Warehouse,30,South West,6,109,3.0,1,1,0,6,6.0,0,0,0,0,9,5,0,0,0
51301,2020-06,619,973,447,-0.8,-1.48,40,3000,36,Other,38,North East,4,65,3.0,1,1,0,1,29.0,0,0,0,0,9,1,0,3,0
46855,2021-07,814,841,832,1.05,-0.44,8,5000,36,Best Loans Warehouse,31,North West,6,84,2.0,0,0,-2,3,69.0,0,0,0,0,5,3,0,3,0
44393,2020-02,953,607,1327,1.23,0.29,2,10000,36,Best Loans Warehouse,50,North West,6,109,8.0,0,0,0,6,12.0,0,0,0,0,5,3,0,3,0
40000,2020-08,751,579,913,0.97,-0.78,12,12000,36,Best Loans Warehouse,32,North East,6,87,2.0,0,0,-2,6,0.0,1,29,0,0,9,5,0,2,0
25715,2020-09,1156,496,1372,1.49,1.37,1,16000,36,Best Loans Warehouse,33,West Midlands,2,43,9.0,1,1,0,1,,0,0,0,0,7,0,0,2,0
45967,2020-11,1028,514,968,-1.32,0.69,2,12000,60,Best Loans Warehouse,36,North West,1,37,2.0,1,1,-2,5,63.0,0,0,0,0,1,0,0,1,0
40004,2021-03,744,544,946,0.96,-0.81,12,3000,24,Best Loans Warehouse,29,Yorkshire and The Humber,3,78,1.0,1,0,-2,5,70.0,0,0,5,27,6,1,5,1,1
34765,2020-02,629,1296,415,-0.81,-1.42,26,12000,36,Other,31,North West,6,110,1.0,0,0,1,0,89.0,0,0,0,0,6,2,0,1,0
16227,2020-11,1015,526,1295,-1.31,0.62,-2,5000,12,Best Loans Warehouse,26,South East,1,27,7.0,0,0,-2,3,40.0,0,0,0,0,2,2,0,0,0
49626,2020-04,805,1146,829,-1.04,-0.49,8,5000,48,Best Loans Warehouse,23,West Midlands,3,53,7.0,0,0,-2,0,94.0,0,0,0,0,1,1,0,1,0
54048,2020-03,715,718,271,0.92,-0.97,12,2000,24,Best Loans Warehouse,29,East Midlands,2,57,8.0,1,0,-2,6,38.0,0,0,0,0,2,0,0,4,0
16937,2020-05,900,641,658,-1.16,0.01,1,6000,48,Other,33,West Midlands,6,86,5.0,1,1,-2,6,56.0,0,0,1,55,1,0,1,0,0
56812,2021-05,580,1125,6,0.75,-1.68,30,10000,48,Best Loans Warehouse,36,South East,2,51,4.0,1,0,-2,6,13.0,0,0,1,14,9,9,3,3,0
18175,2021-12,869,763,759,-1.12,-0.15,46,5000,36,Loan Saving Expert,41,South West,5,109,2.0,1,1,1,5,73.0,0,0,1,51,4,1,1,1,0
29529,2020-09,636,676,62,0.82,-1.39,16,5000,60,Loan Saving Expert,33,East of England,1,25,4.0,1,1,0,3,92.0,0,0,0,0,9,0,0,2,0
26607,2020-01,1077,825,673,-1.39,0.95,1,12300,60,Best Loans Warehouse,46,South East,1,21,2.0,1,1,-2,2,39.0,0,0,0,0,6,3,0,2,0
40856,2021-02,703,602,167,0.9,-1.03,19,4000,30,Best Loans Warehouse,44,West Midlands,6,112,,1,1,0,2,46.0,0,0,1,30,9,2,1,2,0
21697,2020-05,798,828,710,-1.03,-0.53,1,3500,36,Best Loans Warehouse,46,North West,4,99,3.0,0,0,-2,0,10.0,2,48,0,0,2,1,0,1,0
55909,2021-02,599,510,65,-0.77,-1.58,26,10000,60,Get Loans Marketplace,65,North East,5,102,,1,0,-2,4,98.0,0,0,0,0,9,1,0,4,0
34167,2020-04,652,683,570,0.84,-1.3,46,5000,18,Best Loans Warehouse,26,South East,2,30,5.0,0,0,0,1,36.0,0,0,1,68,4,2,1,1,0
40656,2021-07,721,965,951,0.93,-0.94,12,5000,24,Best Loans Warehouse,29,Scotland,1,23,2.0,1,1,0,6,,0,0,1,17,3,0,1,3,0
38476,2020-12,882,950,1438,-1.14,-0.08,10,5000,48,Best Loans Warehouse,38,London,6,120,3.0,0,0,0,5,31.0,0,0,0,0,1,0,0,3,0
37652,2021-01,864,672,494,-1.11,-0.18,6,1500,12,Best Loans Warehouse,58,Scotland,6,124,2.0,0,0,-2,6,73.0,0,0,0,0,5,2,0,2,0
16479,2021-07,1139,1072,1345,-1.47,1.28,4,10000,36,Best Loans Warehouse,50,Scotland,6,113,2.0,0,0,-2,0,,0,0,0,0,2,0,0,4,0
50235,2020-11,979,569,781,-1.26,0.43,4,8000,48,Best Loans Warehouse,52,Yorkshire and The Humber,5,106,5.0,1,0,-2,0,,0,0,0,0,9,4,0,3,0
42258,2021-05,897,700,1187,1.15,-0.0,10,7000,24,Other,31,East of England,5,64,8.0,1,0,1,4,96.0,0,0,0,0,9,1,0,1,0
28901,2020-03,818,1064,772,1.05,-0.42,10,10000,36,Best Loans Warehouse,30,East of England,0,12,3.0,0,0,0,6,44.0,0,0,1,49,5,4,1,0,0
46640,2021-11,900,621,1244,1.16,0.01,2,5000,36,Other,57,South West,3,56,9.0,0,1,1,1,53.0,0,0,1,39,9,1,1,0,0
18604,2021-10,898,652,1080,1.16,0.0,3,11000,60,Best Loans Warehouse,40,London,0,13,3.0,1,0,0,3,5.0,0,0,0,0,9,4,1,1,0
36329,2020-04,608,788,282,0.78,-1.54,30,3000,30,Best Loans Warehouse,22,Yorkshire and The Humber,0,17,7.0,0,0,-2,2,12.0,0,0,0,0,2,0,0,0,1
56659,2021-09,1045,623,507,-1.34,0.78,4,3000,36,Best Loans Warehouse,59,East of England,1,23,8.0,1,1,-2,1,24.0,0,0,0,0,9,2,0,1,0
44623,2021-03,726,649,486,-0.93,-0.91,12,10000,60,Best Loans Warehouse,54,North East,1,33,3.0,1,0,0,2,80.0,0,0,1,62,9,1,2,2,0
41778,2021-11,956,578,1512,-1.23,0.31,2,15000,60,Best Loans Warehouse,23,Yorkshire and The Humber,6,130,2.0,1,1,-2,1,42.0,0,0,0,0,4,0,0,1,0
22289,2021-09,694,655,1124,-0.89,-1.08,46,6000,24,Best Loans Warehouse,28,South West,6,94,4.0,0,0,0,6,83.0,0,0,2,50,9,9,2,2,0
31494,2020-11,526,1153,462,-0.68,-1.97,50,10000,60,Best Loans Warehouse,40,North West,3,55,8.0,0,0,0,6,68.0,1,57,0,0,1,1,0,1,0
34667,2020-07,827,764,697,-1.06,-0.37,8,10000,48,Get Loans Marketplace,51,North West,2,57,,1,0,1,4,97.0,2,54,0,0,9,2,0,0,0
26881,2021-11,738,555,690,-0.95,-0.85,26,6000,60,Best Loans Warehouse,46,Scotland,6,72,2.0,1,1,-2,2,85.0,0,0,1,71,9,2,1,0,0
46586,2021-08,778,561,348,-1.0,-0.63,16,6500,36,Best Loans Warehouse,47,Scotland,6,88,3.0,0,0,-2,3,84.0,1,68,0,0,5,0,0,2,0
22648,2020-07,918,587,442,1.18,0.11,8,8000,60,Loan Saving Expert,37,North West,0,17,2.0,0,0,-2,4,36.0,0,0,0,0,6,0,0,1,0
27049,2020-08,824,632,1030,1.06,-0.39,12,4000,60,Best Loans Warehouse,41,South East,3,67,8.0,0,0,0,0,87.0,0,0,0,0,9,2,0,1,0
13164,2021-03,1295,972,755,1.67,2.11,0,13000,60,Best Loans Warehouse,44,Scotland,5,63,1.0,1,1,-2,5,16.0,0,0,0,0,7,0,0,1,0
51353,2020-08,754,627,812,-0.97,-0.76,16,5000,60,Best Loans Warehouse,43,Scotland,4,83,4.0,1,1,-2,0,21.0,0,0,0,0,3,1,0,3,0
41210,2020-04,1091,842,703,1.4,1.03,2,15000,36,Best Loans Warehouse,27,North West,1,37,8.0,0,0,0,2,4.0,0,0,0,0,8,3,0,0,0
15883,2021-07,1121,695,1071,-1.44,1.19,0,7500,30,Best Loans Warehouse,41,Wales,5,113,2.0,0,1,-2,6,94.0,0,0,0,0,9,7,0,1,0
39858,2020-02,676,483,1270,-0.87,-1.18,26,1500,36,Best Loans Warehouse,29,East of England,6,107,,0,0,0,5,12.0,0,0,0,0,9,3,0,2,0
13793,2020-05,1196,1026,758,1.54,1.58,1,5000,48,Best Loans Warehouse,54,West Midlands,2,43,8.0,1,0,-2,5,10.0,0,0,0,0,9,3,0,1,0
17081,2021-01,640,689,166,-0.82,-1.37,4,4500,30,Best Loans Warehouse,41,Yorkshire and The Humber,6,93,5.0,0,0,0,3,32.0,3,45,0,0,2,2,0,2,0
50109,2021-07,607,772,1139,-0.78,-1.54,12,10500,36,Best Loans Warehouse,29,East Midlands,0,12,1.0,1,0,0,5,15.0,0,0,0,0,9,8,0,3,0
25159,2020-05,835,956,481,-1.07,-0.33,3,7000,24,Best Loans Warehouse,43,London,6,118,4.0,1,0,-2,1,95.0,0,0,0,0,2,0,1,1,1
21109,2020-02,789,681,699,1.02,-0.58,4,8500,60,Best Loans Warehouse,38,Scotland,1,29,2.0,0,0,1,5,25.0,0,0,0,0,9,3,0,3,0
31373,2020-07,1248,1030,1640,-1.61,1.86,0,20000,60,Best Loans Warehouse,38,London,6,128,1.0,1,1,-2,0,,0,0,0,0,9,4,0,1,0
23030,2021-04,1024,612,696,-1.32,0.67,1,10000,60,Best Loans Warehouse,60,London,5,103,6.0,0,0,0,3,87.0,0,0,0,0,0,0,0,2,0
20184,2021-08,900,663,1208,-1.16,0.01,3,5000,60,Best Loans Warehouse,40,Yorkshire and The Humber,6,133,2.0,1,1,-2,1,46.0,0,0,0,0,9,2,1,3,0
39903,2020-03,781,783,889,1.01,-0.62,12,2500,48,Best Loans Warehouse,32,South West,6,103,9.0,0,0,0,3,14.0,0,0,1,41,9,5,1,0,0
31501,2021-09,869,568,559,-1.12,-0.15,16,3000,36,Best Loans Warehouse,36,North West,4,99,7.0,0,0,0,1,55.0,0,0,1,70,9,6,1,4,0
41099,2020-11,972,605,890,-1.25,0.39,5,3000,36,Best Loans Warehouse,27,Wales,4,89,5.0,1,1,-2,1,7.0,0,0,0,0,2,1,0,0,0
39738,2020-09,559,647,131,-0.72,-1.8,46,4000,24,Get Loans Marketplace,43,North West,4,69,,0,1,-2,0,81.0,0,0,0,0,9,3,0,8,0
21063,2020-03,572,592,490,-0.74,-1.73,50,3000,18,Best Loans Warehouse,26,London,1,35,8.0,0,0,1,5,46.0,0,0,1,8,1,1,1,0,1
28441,2020-05,762,878,1234,0.98,-0.72,12,7500,60,Loan Saving Expert,47,South East,2,39,4.0,0,0,-2,3,44.0,0,0,1,24,7,1,1,5,1
30292,2020-09,910,726,1082,-1.17,0.07,12,1500,60,Best Loans Warehouse,30,West Midlands,6,88,2.0,0,0,-2,2,80.0,0,0,0,0,2,0,0,1,1
17257,2020-07,841,769,703,1.08,-0.3,10,5000,36,Best Loans Warehouse,48,East of England,6,126,5.0,1,0,-2,4,43.0,0,0,1,63,6,2,1,3,0
43029,2021-07,519,502,1083,0.67,-2.01,46,5000,60,Best Loans Warehouse,42,East of England,5,109,1.0,0,0,-2,6,71.0,1,58,0,0,7,3,0,4,1
44078,2021-09,823,590,1115,-1.06,-0.4,10,1600,24,Best Loans Warehouse,21,East of England,6,93,1.0,0,0,-2,6,48.0,0,0,0,0,0,0,0,2,0
29209,2021-08,847,789,503,1.09,-0.27,16,2000,48,Best Loans Warehouse,41,East of England,6,101,3.0,1,0,-2,6,33.0,0,0,0,0,9,3,0,2,0
32125,2021-06,1179,775,1509,-1.52,1.49,1,6000,60,Best Loans Warehouse,43,North West,0,10,4.0,1,1,0,4,35.0,0,0,0,0,9,1,0,1,0
35315,2020-08,1095,681,833,1.41,1.05,1,11000,60,Loan Saving Expert,32,Wales,6,91,2.0,1,0,-2,0,41.0,0,0,0,0,8,0,0,1,0
51976,2020-12,1190,1593,844,1.53,1.55,0,4000,30,Best Loans Warehouse,53,West Midlands,3,56,3.0,1,1,-2,2,98.0,0,0,0,0,6,2,0,1,0
56173,2020-03,777,1059,523,-1.0,-0.64,12,1900,24,Loan Saving Expert,25,Scotland,4,77,8.0,1,0,0,6,24.0,0,0,0,0,9,5,1,0,0
55113,2020-08,1075,663,525,1.38,0.94,2,10000,36,Other,27,West Midlands,5,114,3.0,0,0,-2,5,20.0,0,0,0,0,9,1,0,1,0
34591,2021-01,912,748,1456,1.17,0.08,2,5000,60,Best Loans Warehouse,41,North West,2,57,6.0,0,0,-2,4,7.0,0,0,0,0,2,1,0,1,0
54868,2020-08,825,826,1245,1.06,-0.39,4,3000,24,Loan Saving Expert,32,East of England,0,14,6.0,1,1,1,4,74.0,0,0,0,0,9,4,0,0,0
53121,2020-06,665,655,1039,0.86,-1.23,16,6000,24,Best Loans Warehouse,25,East Midlands,1,34,9.0,1,0,-2,0,32.0,0,0,0,0,6,0,0,6,0
46679,2020-01,1034,683,1590,1.33,0.72,1,8000,36,Best Loans Warehouse,34,East Midlands,3,56,2.0,1,0,-2,3,78.0,0,0,0,0,7,4,0,1,0
22130,2020-02,1170,1025,1380,-1.51,1.44,1,20000,60,Best Loans Warehouse,31,West Midlands,6,129,8.0,0,1,-2,1,8.0,0,0,0,0,4,0,0,2,0
35732,2021-11,900,539,350,1.16,0.01,1,15000,48,Get Loans Marketplace,62,London,6,126,,0,0,-2,4,12.0,0,0,0,0,5,1,1,3,0
42533,2020-11,904,1054,468,1.16,0.03,-2,15000,60,Loan Saving Expert,29,South East,6,86,6.0,0,0,-2,0,63.0,0,0,0,0,1,0,0,0,0
28463,2020-01,838,833,954,-1.08,-0.32,3,10000,24,Best Loans Warehouse,36,South West,3,60,1.0,0,0,-2,4,48.0,0,0,0,0,9,2,0,4,1
44539,2020-06,1088,537,1220,-1.4,1.01,2,18000,60,Best Loans Warehouse,35,Wales,2,47,1.0,0,0,-2,1,92.0,0,0,0,0,8,3,0,2,0
22356,2021-06,1117,563,1099,1.44,1.16,3,15000,60,Best Loans Warehouse,39,South West,4,89,5.0,1,0,0,3,39.0,0,0,0,0,9,4,0,2,0
28520,2020-02,1034,611,1354,1.33,0.72,1,4000,60,Best Loans Warehouse,36,North East,1,39,7.0,0,0,-2,3,57.0,0,0,0,0,4,1,0,2,0
53403,2020-08,879,630,1225,-1.13,-0.1,8,1500,24,Best Loans Warehouse,25,East of England,0,10,7.0,0,0,1,2,29.0,0,0,0,0,0,0,0,0,0
39983,2020-05,768,1132,976,0.99,-0.69,8,5000,60,Get Loans Marketplace,47,East of England,3,53,,0,0,0,4,49.0,0,0,0,0,9,3,0,2,0
36717,2021-05,812,627,752,1.05,-0.45,12,5000,36,Get Loans Marketplace,37,North West,5,85,,0,0,-2,0,57.0,0,0,1,36,5,1,1,0,0
16220,2020-10,896,584,636,1.15,-0.01,1,8000,60,Loan Saving Expert,37,Scotland,4,51,7.0,0,1,0,0,,0,0,0,0,6,3,0,1,0
44959,2020-02,1046,538,1274,-1.35,0.79,3,2000,12,Best Loans Warehouse,42,West Midlands,4,58,6.0,1,0,-2,1,,0,0,0,0,4,1,0,1,0
55581,2020-04,1080,682,750,1.39,0.97,2,20000,48,Best Loans Warehouse,47,East Midlands,2,43,3.0,1,1,0,5,93.0,0,0,0,0,9,7,0,2,0
33359,2020-08,716,547,924,-0.92,-0.96,26,5000,24,Best Loans Warehouse,29,West Midlands,6,133,4.0,0,0,-2,3,20.0,0,0,0,0,3,1,0,3,0
45796,2020-06,896,488,1304,1.15,-0.01,12,20000,60,Best Loans Warehouse,56,West Midlands,2,36,2.0,0,0,-2,2,20.0,0,0,0,0,2,0,0,5,0
21244,2020-12,1097,1128,1383,-1.41,1.06,4,25000,36,Get Loans Marketplace,58,South East,0,10,,1,1,0,3,75.0,0,0,0,0,9,1,0,3,0
55834,2021-11,900,505,1166,1.16,0.01,0,4000,60,Best Loans Warehouse,50,London,6,71,6.0,0,0,-2,3,11.0,0,0,0,0,9,9,1,1,0
50887,2021-08,1076,714,930,-1.38,0.95,2,5000,60,Loan Saving Expert,53,Scotland,0,12,6.0,0,0,0,4,59.0,0,0,0,0,3,0,0,0,0
26182,2020-04,869,622,873,-1.12,-0.15,8,3000,48,Best Loans Warehouse,42,North West,6,82,4.0,1,0,0,2,61.0,0,0,0,0,2,2,0,2,0
14085,2021-06,1134,564,536,-1.46,1.25,1,12000,48,Other,38,South West,6,84,2.0,1,1,-2,5,34.0,0,0,0,0,9,1,0,3,0
40118,2021-06,811,1063,933,1.04,-0.46,12,9000,48,Best Loans Warehouse,43,South West,6,127,2.0,0,0,-2,3,60.0,0,0,0,0,5,1,0,3,0
21276,2021-02,995,862,783,1.28,0.52,2,15000,60,Other,32,East of England,3,78,5.0,0,0,1,0,62.0,0,0,0,0,9,3,0,1,0
16979,2020-12,898,793,912,-1.16,0.0,8,25000,60,Best Loans Warehouse,22,Wales,4,66,8.0,0,0,-2,0,0.0,0,0,0,0,9,4,0,0,0
39761,2020-04,1110,943,802,-1.43,1.13,1,7500,48,Best Loans Warehouse,21,South East,6,134,6.0,0,1,-2,1,46.0,0,0,0,0,0,0,0,-2,0
36546,2021-11,971,678,1061,-1.25,0.39,2,4000,48,Best Loans Warehouse,25,East of England,5,71,4.0,1,0,-2,3,,0,0,0,0,9,5,0,1,0
23687,2021-05,1124,610,1218,1.45,1.2,1,13000,60,Best Loans Warehouse,31,London,3,58,3.0,0,0,-2,0,,0,0,0,0,6,2,0,1,0
52945,2021-03,339,1307,79,-0.44,-2.96,83,2000,30,Best Loans Warehouse,30,East of England,1,23,1.0,0,0,0,5,,0,0,3,8,3,1,7,2,1
40813,2021-07,986,472,634,1.27,0.47,4,5000,48,Best Loans Warehouse,26,North West,3,47,1.0,0,0,-2,1,94.0,0,0,0,0,3,2,0,1,0
55761,2021-06,1006,809,1200,1.29,0.57,1,6000,60,Best Loans Warehouse,38,West Midlands,3,40,1.0,0,1,0,0,81.0,0,0,0,0,9,3,0,2,0
56416,2021-12,837,648,497,1.08,-0.32,5,6000,60,Best Loans Warehouse,49,Wales,6,115,2.0,0,0,-2,4,36.0,1,62,0,0,4,0,0,1,0
49285,2021-08,1037,730,1549,-1.33,0.74,8,14000,60,Other,37,London,2,30,,0,0,-2,3,37.0,0,0,0,0,4,1,0,0,1
50614,2020-11,822,810,1034,1.06,-0.4,16,5000,48,Best Loans Warehouse,33,Yorkshire and The Humber,6,112,6.0,1,0,-2,2,7.0,0,0,4,37,2,1,4,1,0
23363,2020-02,841,617,897,-1.08,-0.3,6,10000,48,Loan Saving Expert,64,South West,3,73,1.0,0,0,0,7,,0,0,0,0,9,2,0,2,1
54092,2021-10,858,957,296,1.1,-0.21,12,5000,36,Best Loans Warehouse,33,London,6,72,2.0,1,1,-2,6,76.0,0,0,0,0,9,5,0,3,0
45082,2021-12,772,701,580,-0.99,-0.67,8,10500,60,Loan Saving Expert,38,East Midlands,3,53,9.0,1,1,-2,6,14.0,0,0,0,0,9,8,1,2,0
49870,2021-11,860,674,968,1.11,-0.2,10,4000,30,Best Loans Warehouse,42,West Midlands,4,67,9.0,0,0,-2,6,74.0,0,0,3,55,0,0,3,1,0
55692,2020-10,900,637,644,1.16,0.01,5,5000,36,Get Loans Marketplace,47,South East,5,108,,1,0,-2,6,62.0,0,0,1,39,9,2,1,3,0
49710,2021-11,1061,775,837,-1.37,0.87,1,8000,60,Loan Saving Expert,42,East of England,3,77,2.0,0,1,0,5,41.0,0,0,0,0,7,3,0,1,0
48426,2020-06,747,534,139,0.96,-0.8,12,10000,60,Loan Saving Expert,45,Wales,5,100,5.0,1,1,1,4,,0,0,0,0,9,1,0,3,1
53911,2020-08,804,813,538,1.03,-0.5,4,5000,36,Best Loans Warehouse,52,Scotland,5,61,2.0,0,1,-2,0,42.0,1,58,0,0,2,1,0,2,0
38482,2020-06,882,674,1016,1.14,-0.08,19,7500,24,Best Loans Warehouse,52,Yorkshire and The Humber,6,77,2.0,1,1,-2,4,88.0,0,0,0,0,7,3,0,1,0
26942,2021-02,1071,886,1541,-1.38,0.92,-2,2000,60,Best Loans Warehouse,28,South East,5,80,9.0,0,0,-2,2,47.0,0,0,0,0,6,3,0,0,0
49740,2020-08,946,602,1504,1.22,0.26,6,8000,36,Best Loans Warehouse,55,East of England,1,34,7.0,1,0,0,2,,0,0,0,0,9,3,0,3,0
26294,2021-11,900,628,1490,-1.16,0.01,-2,3500,18,Best Loans Warehouse,46,North West,6,91,9.0,0,0,-2,3,53.0,0,0,1,68,9,0,1,0,0
31814,2020-10,813,486,1075,-1.05,-0.45,12,1500,60,Loan Saving Expert,30,London,4,57,3.0,1,0,0,1,,0,0,0,0,9,2,0,1,1
37354,2021-01,766,625,578,0.99,-0.7,26,3000,36,Best Loans Warehouse,53,South East,1,34,8.0,0,0,0,0,82.0,0,0,0,0,2,1,0,1,0
22171,2020-12,973,488,469,-1.25,0.4,4,13000,60,Best Loans Warehouse,28,North East,0,16,5.0,0,0,-2,2,52.0,0,0,0,0,2,2,0,3,0
47281,2021-11,1039,510,1525,-1.34,0.75,4,5000,36,Best Loans Warehouse,37,East of England,0,15,9.0,0,0,0,5,,0,0,0,0,3,1,0,1,0
30324,2021-09,1165,591,821,1.5,1.42,2,15000,60,Best Loans Warehouse,38,North West,2,56,4.0,1,1,-2,0,0.0,0,0,0,0,5,0,0,2,0
50838,2021-02,796,524,1088,-1.02,-0.54,26,15000,48,Get Loans Marketplace,51,London,0,10,,1,1,0,6,98.0,0,0,2,57,6,4,5,1,0
22647,2020-09,611,601,79,-0.79,-1.52,40,4000,12,Best Loans Warehouse,39,South East,0,11,2.0,0,0,-2,1,47.0,0,0,1,41,6,2,1,2,0
31462,2020-03,882,731,678,1.14,-0.08,26,3000,36,Loan Saving Expert,37,North West,6,92,3.0,0,0,-2,2,70.0,0,0,2,68,0,0,2,1,0
34868,2020-10,949,611,501,1.22,0.27,8,3000,24,Best Loans Warehouse,24,East Midlands,6,110,3.0,1,1,-2,1,77.0,0,0,0,0,5,3,0,1,0
37009,2020-11,538,556,978,0.69,-1.91,26,2000,36,Best Loans Warehouse,39,West Midlands,3,76,6.0,0,1,0,1,55.0,0,0,0,0,9,2,0,4,1
14838,2020-11,892,689,988,1.15,-0.03,3,10000,60,Best Loans Warehouse,53,East Midlands,6,138,2.0,1,1,-2,5,,3,69,0,0,5,0,0,4,0
20416,2020-11,1216,1252,1626,1.56,1.69,2,6000,60,Loan Saving Expert,55,South West,5,75,2.0,1,1,-2,5,,0,0,0,0,9,8,0,2,0
34970,2020-10,747,589,621,-0.96,-0.8,16,1500,12,Loan Saving Expert,49,South East,5,64,1.0,0,0,1,3,10.0,0,0,0,0,9,8,0,0,0
51493,2021-08,717,687,1269,0.92,-0.96,16,4000,36,Best Loans Warehouse,26,West Midlands,0,16,2.0,1,0,1,5,99.0,0,0,0,0,8,3,0,0,0
39109,2021-02,900,703,574,1.16,0.01,4,13000,60,Best Loans Warehouse,39,Yorkshire and The Humber,6,128,1.0,0,0,-2,1,76.0,0,0,3,46,3,1,3,0,0
40589,2020-12,1034,596,834,1.33,0.72,1,20000,24,Best Loans Warehouse,57,South East,3,61,1.0,1,1,-2,2,2.0,0,0,0,0,9,1,0,3,0
33806,2021-05,1043,864,725,1.34,0.77,1,6500,24,Get Loans Marketplace,60,East of England,5,86,,0,1,-2,4,36.0,0,0,0,0,9,3,0,3,0
32307,2020-03,781,764,1335,-1.01,-0.62,12,5000,48,Get Loans Marketplace,40,North West,5,117,,0,0,-2,2,38.0,0,0,0,0,2,1,0,2,0
