ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts
59959,2020-07,902,501,532,-1.16,0.02,8,12000,48,Loan Saving Expert,34,North West,3,78,2.0,1,1,-2,2,,0,0,0,0,9,4,0,2
57114,2020-01,807,664,829,1.04,-0.48,10,15000,48,Best Loans Warehouse,47,London,4,60,9.0,0,0,-2,0,17.0,0,0,0,0,1,1,0,0
60992,2020-02,951,627,417,1.22,0.28,6,5500,48,Loan Saving Expert,24,East of England,5,112,6.0,0,0,-2,3,80.0,0,0,0,0,5,1,0,2
62498,2020-05,813,817,983,-1.05,-0.45,16,5000,24,Best Loans Warehouse,44,North East,2,38,9.0,0,0,-2,4,53.0,0,0,0,0,2,0,1,1
57968,2021-06,1202,598,1098,-1.55,1.61,1,3000,36,Best Loans Warehouse,33,Scotland,6,119,6.0,1,1,-2,4,74.0,0,0,0,0,4,2,0,0
57067,2021-11,580,683,166,-0.75,-1.68,-3,3000,36,Best Loans Warehouse,30,Wales,4,58,5.0,0,0,-2,0,29.0,1,23,5,24,8,5,5,0
60727,2021-11,716,896,208,0.92,-0.96,16,10000,36,Best Loans Warehouse,33,East Midlands,0,18,2.0,0,0,1,6,90.0,0,0,0,0,9,3,0,3
59344,2021-05,873,975,675,1.12,-0.13,12,8000,60,Best Loans Warehouse,34,Scotland,6,88,9.0,1,0,-2,2,13.0,0,0,0,0,6,0,0,6
60428,2020-01,823,671,815,-1.06,-0.4,19,4000,36,Best Loans Warehouse,38,South West,0,12,3.0,0,0,-2,6,82.0,0,0,1,36,1,0,1,1
60922,2021-07,1103,1066,1487,-1.42,1.09,1,3000,36,Best Loans Warehouse,56,East Midlands,6,125,5.0,0,0,-2,4,31.0,0,0,0,0,1,1,0,0
60803,2021-03,892,798,1276,1.15,-0.03,6,4000,36,Best Loans Warehouse,37,South West,0,19,9.0,0,0,0,0,32.0,0,0,0,0,6,1,0,2
58836,2020-12,678,705,848,0.87,-1.16,46,5000,24,Best Loans Warehouse,37,Wales,0,13,6.0,0,0,-2,6,62.0,0,0,3,70,8,1,4,3
61398,2020-03,837,782,1297,-1.08,-0.32,8,5000,60,Best Loans Warehouse,51,South West,6,115,1.0,1,1,-2,0,74.0,0,0,0,0,6,1,0,3
61126,2021-11,772,673,464,0.99,-0.67,6,3000,60,Best Loans Warehouse,34,West Midlands,6,138,1.0,0,0,2,1,51.0,0,0,0,0,6,1,0,3
61147,2021-12,1079,790,1465,1.39,0.96,2,17500,60,Best Loans Warehouse,34,South West,0,15,2.0,1,1,-2,2,70.0,0,0,0,0,9,5,0,2
62411,2021-10,889,1078,799,1.14,-0.05,6,20000,60,Best Loans Warehouse,48,North West,3,60,2.0,0,0,-2,0,93.0,0,0,0,71,9,2,2,1
59444,2021-10,801,798,405,1.03,-0.51,3,12000,60,Best Loans Warehouse,46,South East,2,51,1.0,1,1,0,1,75.0,0,0,0,0,9,5,1,4
56908,2021-06,1075,727,715,-1.38,0.94,1,8000,60,Best Loans Warehouse,28,North West,6,136,6.0,1,1,0,3,,0,0,0,0,8,1,0,2
57863,2021-04,970,640,386,1.25,0.38,8,9000,36,Best Loans Warehouse,28,North West,6,132,2.0,1,0,-2,2,9.0,0,0,0,0,4,1,0,0
58986,2020-04,837,541,601,-1.08,-0.32,6,3000,36,Get Loans Marketplace,53,North West,2,45,,1,0,-2,5,40.0,0,0,0,0,9,3,0,0
57778,2020-11,1118,1405,1504,-1.44,1.17,2,20000,60,Best Loans Warehouse,52,Scotland,1,23,1.0,1,1,-2,6,1.0,0,0,0,0,9,5,0,2
62138,2020-07,960,623,1016,-1.24,0.33,1,12000,36,Best Loans Warehouse,51,West Midlands,1,25,1.0,1,1,1,5,59.0,0,0,0,0,9,5,0,2
61766,2020-12,979,468,1537,-1.26,0.43,4,8000,60,Best Loans Warehouse,54,North East,6,120,8.0,1,1,-2,3,10.0,0,0,0,0,2,1,0,1
60225,2021-12,1060,626,502,-1.36,0.86,2,7000,36,Best Loans Warehouse,33,West Midlands,5,79,2.0,1,0,-2,5,93.0,0,0,0,0,6,2,0,1
57255,2021-08,871,1007,1199,-1.12,-0.14,2,6000,18,Best Loans Warehouse,34,East Midlands,3,53,7.0,0,0,1,1,,0,0,0,0,4,1,0,4
58445,2020-11,1008,673,646,1.3,0.59,4,1500,60,Best Loans Warehouse,37,Yorkshire and The Humber,2,55,7.0,1,1,-2,2,44.0,0,0,0,0,9,7,0,3
60458,2020-06,1242,682,682,1.6,1.83,1,6500,36,Other,29,North West,1,31,2.0,1,1,-2,3,40.0,0,0,0,0,4,0,0,0
58624,2021-11,1024,999,1078,-1.32,0.67,3,3000,30,Best Loans Warehouse,28,East Midlands,2,36,3.0,0,0,0,5,98.0,0,0,0,0,4,0,0,0
57677,2020-04,1213,521,1633,1.56,1.67,2,10000,24,Best Loans Warehouse,28,Wales,0,11,2.0,1,1,-2,4,20.0,0,0,0,0,5,1,0,0
57441,2020-06,755,870,1311,-0.97,-0.76,10,3000,36,Get Loans Marketplace,26,Yorkshire and The Humber,3,54,,0,0,1,3,43.0,0,0,0,0,9,5,1,0
61908,2021-11,1047,566,1101,-1.35,0.79,2,2000,12,Best Loans Warehouse,26,North West,0,18,3.0,0,0,-2,2,22.0,0,0,0,0,3,0,0,2
60434,2021-03,1168,891,1676,1.5,1.43,1,15000,60,Best Loans Warehouse,37,East of England,6,85,7.0,1,1,-2,1,84.0,0,0,0,0,9,3,0,2
60835,2021-02,776,875,1110,-1.0,-0.65,12,10000,60,Best Loans Warehouse,40,South East,1,27,2.0,1,1,0,1,73.0,0,0,0,0,9,1,0,5
62162,2020-09,1020,679,746,1.31,0.65,6,3000,36,Loan Saving Expert,39,North West,3,79,2.0,1,0,0,5,55.0,0,0,0,0,9,3,0,1
61302,2021-09,938,721,702,1.21,0.21,4,20000,60,Best Loans Warehouse,52,Scotland,1,28,2.0,0,0,0,0,30.0,0,0,0,0,3,1,0,5
58719,2020-07,747,706,439,-0.96,-0.8,-3,2000,24,Best Loans Warehouse,31,East Midlands,2,51,2.0,1,0,0,0,45.0,0,0,1,12,1,0,1,0
61932,2020-12,191,567,199,-0.25,-3.75,96,4000,12,Best Loans Warehouse,33,Yorkshire and The Humber,0,18,2.0,1,0,0,1,50.0,0,0,1,3,2,0,2,0
58913,2020-06,720,784,1154,0.93,-0.94,16,1500,12,Loan Saving Expert,56,Yorkshire and The Humber,4,92,2.0,1,0,-2,2,2.0,0,0,1,53,9,0,1,2
57241,2020-02,1150,917,812,-1.48,1.34,2,8000,36,Best Loans Warehouse,32,Scotland,6,85,2.0,1,1,-2,1,14.0,0,0,0,0,6,2,0,3
58953,2020-06,199,884,103,-0.26,-3.71,83,1500,24,Best Loans Warehouse,33,East of England,3,56,6.0,0,0,-2,4,14.0,1,43,4,42,9,5,4,1
61627,2021-12,1128,598,1074,1.45,1.22,2,6000,24,Best Loans Warehouse,32,South East,6,123,5.0,0,0,0,1,20.0,0,0,0,0,2,1,0,2
61347,2021-05,572,842,900,-0.74,-1.73,16,3000,24,Other,25,East of England,3,75,2.0,0,0,1,1,59.0,0,0,0,0,9,6,0,0
59918,2021-04,1095,677,1563,1.41,1.05,1,5000,60,Best Loans Warehouse,46,South West,5,84,8.0,0,0,-2,0,23.0,0,0,0,0,3,1,0,1
61742,2020-02,1017,576,711,-1.31,0.63,4,5000,60,Loan Saving Expert,29,North East,4,58,7.0,0,0,-2,2,23.0,0,0,0,0,9,2,0,1
60907,2021-02,982,507,1064,-1.26,0.45,3,15000,36,Best Loans Warehouse,34,North West,5,113,1.0,0,0,-2,6,,0,0,0,0,0,0,0,1
59094,2021-07,787,749,1175,1.01,-0.59,12,5000,36,Best Loans Warehouse,28,North West,4,63,3.0,0,0,0,1,71.0,0,0,0,0,6,6,0,1
59635,2021-03,725,998,159,-0.93,-0.92,16,5000,60,Best Loans Warehouse,28,West Midlands,3,77,6.0,0,0,0,2,,0,0,2,56,2,0,2,1
57541,2021-11,1173,1113,1215,1.51,1.46,0,10000,24,Best Loans Warehouse,42,London,2,45,6.0,1,1,1,2,70.0,0,0,0,0,9,4,0,2
57522,2020-11,1170,856,1454,1.51,1.44,-2,5000,24,Best Loans Warehouse,25,London,3,71,2.0,0,0,-2,0,,0,0,0,0,0,0,0,0
60679,2020-11,985,667,937,-1.27,0.46,6,10000,48,Best Loans Warehouse,35,South West,6,126,1.0,0,0,-2,0,16.0,0,0,0,0,9,1,0,0
58435,2021-09,860,824,1286,-1.11,-0.2,5,8000,24,Best Loans Warehouse,32,Wales,0,16,7.0,0,0,-2,5,87.0,0,0,0,0,6,2,0,0
58006,2021-07,984,991,1148,1.27,0.46,4,1500,60,Direct,34,West Midlands,6,91,,0,0,0,4,,0,0,0,0,5,2,0,1
57607,2020-08,542,830,694,-0.7,-1.89,30,5000,18,Best Loans Warehouse,24,London,3,78,3.0,1,1,-2,5,6.0,0,0,0,0,3,2,0,1
58192,2021-11,592,546,358,-0.76,-1.62,30,1500,24,Other,34,London,3,76,,1,1,-2,6,42.0,0,0,0,0,4,0,0,2
59965,2020-08,1159,882,1397,-1.49,1.39,4,2500,36,Best Loans Warehouse,28,North East,0,12,3.0,1,1,0,0,43.0,0,0,0,0,2,0,0,-2
59245,2020-10,950,689,1316,-1.22,0.28,8,3000,60,Best Loans Warehouse,25,South East,1,25,4.0,0,0,0,3,82.0,0,0,0,0,0,0,0,1
61611,2020-06,698,1036,616,0.9,-1.06,19,5000,24,Best Loans Warehouse,30,East of England,6,115,1.0,0,0,-2,5,82.0,0,0,3,5,5,2,3,1
59688,2021-11,705,926,985,-0.91,-1.02,16,10000,60,Best Loans Warehouse,26,South East,4,73,3.0,0,0,0,5,31.0,0,0,0,0,5,3,0,0
60397,2021-04,1134,575,876,-1.46,1.25,2,14000,48,Best Loans Warehouse,51,South West,5,99,5.0,1,0,-2,4,7.0,0,0,0,0,9,3,0,1
58409,2021-06,730,525,744,0.94,-0.89,12,3500,60,Other,49,South East,3,75,,0,0,0,6,76.0,0,0,0,0,2,1,0,3
58607,2021-02,718,924,670,-0.92,-0.95,12,2000,24,Best Loans Warehouse,44,East of England,3,54,5.0,0,0,-2,4,,0,0,0,0,2,1,0,2
62343,2020-02,729,554,231,0.94,-0.89,12,3000,36,Loan Saving Expert,26,West Midlands,0,12,2.0,0,0,0,2,26.0,0,0,0,0,6,2,0,1
59907,2021-09,900,824,1100,-1.16,0.01,-2,4000,36,Best Loans Warehouse,31,North West,5,114,3.0,0,0,-2,4,18.0,0,0,0,0,3,0,1,0
60256,2020-02,852,1033,1440,-1.1,-0.24,12,15000,60,Other,30,North East,6,110,9.0,1,0,1,5,49.0,0,0,0,0,9,3,0,2
61921,2021-01,1218,510,970,1.57,1.7,3,10000,36,Best Loans Warehouse,34,East Midlands,1,20,3.0,1,1,-2,2,80.0,0,0,0,0,9,4,0,0
59119,2021-01,980,913,1530,1.26,0.44,6,2000,36,Best Loans Warehouse,56,South West,4,90,3.0,1,1,-2,4,,0,0,0,0,8,1,0,3
59099,2020-11,929,517,1249,1.2,0.17,6,3500,24,Best Loans Warehouse,28,Scotland,6,128,9.0,0,0,-2,2,66.0,0,0,0,0,3,2,0,0
57742,2020-12,934,682,1386,1.2,0.19,4,23000,60,Best Loans Warehouse,38,Scotland,4,80,2.0,1,1,1,4,88.0,0,0,0,0,9,2,0,3
60619,2021-05,638,573,1210,-0.82,-1.38,50,2000,24,Best Loans Warehouse,52,South West,1,28,2.0,0,0,-2,0,,0,0,2,27,2,1,3,1
57631,2021-05,900,834,506,1.16,0.01,12,1500,24,Best Loans Warehouse,44,North West,0,16,1.0,0,0,-2,2,89.0,0,0,1,27,9,1,2,3
61976,2020-08,940,635,416,1.21,0.22,4,3000,60,Other,42,Scotland,5,91,1.0,1,1,1,4,38.0,0,0,0,0,9,2,0,0
60367,2020-06,1132,545,1640,1.46,1.24,2,2000,18,Best Loans Warehouse,52,West Midlands,1,25,4.0,1,0,-2,3,0.0,0,0,0,0,5,1,0,1
62043,2021-05,1173,1165,1765,-1.51,1.46,1,5000,60,Get Loans Marketplace,47,East of England,6,100,,1,0,0,4,1.0,0,0,0,0,9,2,0,2
60911,2021-05,1164,559,760,1.5,1.41,1,5000,48,Best Loans Warehouse,42,South West,3,41,4.0,1,1,-2,3,47.0,0,0,0,0,3,1,0,2
59645,2021-06,1003,580,1145,1.29,0.56,3,8000,36,Best Loans Warehouse,46,East Midlands,4,93,1.0,0,0,-2,3,37.0,0,0,0,0,5,2,0,0
61867,2020-09,874,798,1398,-1.12,-0.13,26,4000,36,Best Loans Warehouse,22,Yorkshire and The Humber,6,102,6.0,1,1,-2,1,20.0,0,0,0,0,3,2,0,1
60064,2020-09,701,584,1267,-0.9,-1.04,16,5900,48,Best Loans Warehouse,41,South East,2,47,2.0,1,0,-2,6,23.0,0,0,0,0,9,2,0,4
57545,2021-09,726,649,402,0.93,-0.91,8,13000,24,Other,29,Yorkshire and The Humber,1,33,1.0,0,0,-2,6,14.0,1,39,0,0,6,1,0,1
57307,2021-01,1044,498,1314,1.34,0.78,4,12500,48,Best Loans Warehouse,39,South West,6,139,2.0,1,1,-2,3,51.0,0,0,0,0,5,1,0,3
60062,2020-05,900,602,442,1.16,0.01,-3,3000,30,Best Loans Warehouse,34,South East,6,134,9.0,0,0,-2,3,77.0,0,0,1,24,3,1,1,0
61208,2021-07,780,589,332,-1.0,-0.62,16,5000,36,Get Loans Marketplace,28,East Midlands,6,98,,0,0,-2,2,99.0,0,0,0,0,5,0,0,0
62383,2021-06,977,664,1457,-1.26,0.42,8,4500,30,Best Loans Warehouse,23,East of England,0,11,4.0,0,0,0,2,49.0,0,0,0,0,8,3,0,1
62399,2021-05,1107,569,1687,1.42,1.11,2,20000,60,Best Loans Warehouse,45,Wales,3,46,2.0,1,0,-2,0,9.0,0,0,0,0,0,0,0,1
59181,2021-08,956,1192,358,1.23,0.31,5,8000,36,Other,28,West Midlands,3,51,6.0,0,0,-2,6,92.0,0,0,0,0,5,0,0,1
58351,2021-10,670,788,534,-0.86,-1.21,16,3000,36,Get Loans Marketplace,60,North West,0,16,,0,0,-2,4,77.0,0,0,0,0,6,1,0,4
58693,2020-08,780,782,1066,1.0,-0.62,16,8000,36,Best Loans Warehouse,27,London,3,51,4.0,0,0,0,6,24.0,0,0,0,0,5,1,0,0
62481,2020-10,900,738,464,1.16,0.01,2,2500,24,Best Loans Warehouse,25,Yorkshire and The Humber,5,80,8.0,0,0,-2,0,91.0,1,50,0,0,2,0,1,0
57236,2020-05,1064,740,592,1.37,0.88,0,6000,60,Best Loans Warehouse,30,Scotland,0,12,2.0,1,1,1,4,10.0,0,0,0,0,8,2,0,1
62206,2020-05,882,674,804,1.14,-0.08,4,2500,24,Best Loans Warehouse,27,Scotland,0,18,9.0,1,1,-2,1,,0,0,0,0,4,0,0,1
60578,2020-03,1053,523,855,-1.36,0.82,2,25000,60,Best Loans Warehouse,30,North West,0,11,9.0,1,0,0,4,38.0,0,0,0,0,9,4,0,1
58631,2021-06,899,713,607,-1.16,0.01,2,5400,60,Other,30,West Midlands,6,135,2.0,0,1,0,1,13.0,0,0,0,0,9,2,0,2
60222,2020-12,781,636,773,1.01,-0.62,8,10000,60,Best Loans Warehouse,32,Scotland,1,39,5.0,0,1,-2,3,38.0,0,0,1,49,0,0,1,4
60083,2020-07,809,590,931,-1.04,-0.47,6,10000,60,Get Loans Marketplace,40,East Midlands,4,87,,0,0,1,6,42.0,0,0,0,0,9,0,0,3
61997,2021-05,911,701,1081,-1.17,0.07,6,9000,60,Loan Saving Expert,50,Yorkshire and The Humber,0,18,2.0,0,0,-2,0,71.0,0,0,0,0,6,2,0,2
58172,2021-08,500,772,454,-0.64,-2.11,50,5000,24,Best Loans Warehouse,35,East Midlands,1,21,2.0,1,1,1,3,21.0,0,0,0,0,4,0,0,0
62273,2020-08,1292,701,1876,-1.66,2.09,0,8000,36,Best Loans Warehouse,58,South East,3,72,5.0,1,1,-2,3,,0,0,0,0,9,1,0,0
61673,2021-02,850,896,880,1.09,-0.25,-2,2500,18,Best Loans Warehouse,31,Yorkshire and The Humber,6,129,5.0,1,0,-2,1,16.0,0,0,0,0,9,0,0,0
58292,2020-04,855,858,549,1.1,-0.23,-2,13000,60,Best Loans Warehouse,22,South West,5,83,7.0,0,0,0,4,1.0,0,0,0,0,1,0,0,0
60121,2020-10,1015,664,1305,-1.31,0.62,3,3000,36,Other,34,Scotland,6,138,9.0,0,1,0,1,73.0,0,0,0,0,9,1,0,0
59203,2020-07,424,880,262,-0.55,-2.51,26,1500,60,Best Loans Warehouse,37,Yorkshire and The Humber,1,30,1.0,0,0,-2,0,40.0,0,0,0,0,9,3,0,5
57635,2021-06,803,730,257,1.03,-0.5,16,9000,36,Best Loans Warehouse,41,West Midlands,0,19,1.0,1,1,-2,3,93.0,0,0,0,0,3,2,0,6
61801,2020-02,893,840,1241,1.15,-0.02,10,3000,36,Best Loans Warehouse,21,Wales,0,15,6.0,0,0,-2,4,66.0,0,0,0,0,0,0,0,1
58745,2021-08,847,539,855,-1.09,-0.27,3,6000,24,Loan Saving Expert,59,Scotland,0,13,1.0,1,1,-2,3,81.0,0,0,0,0,9,0,3,1
62274,2021-01,679,733,773,-0.87,-1.16,16,2000,36,Best Loans Warehouse,34,South East,5,112,3.0,0,0,-2,0,25.0,0,0,0,0,5,0,0,4
61543,2021-05,940,511,818,-1.21,0.22,1,4000,12,Best Loans Warehouse,27,Wales,4,66,2.0,1,1,1,3,,0,0,0,0,1,0,0,0
59529,2020-10,979,732,1033,1.26,0.43,10,5000,36,Best Loans Warehouse,28,East Midlands,1,35,2.0,0,0,-2,1,45.0,0,0,0,0,4,1,0,0
60941,2020-10,665,854,893,0.86,-1.23,26,1500,24,Best Loans Warehouse,40,North West,4,96,3.0,1,0,0,6,81.0,0,0,2,41,9,4,2,0
59274,2020-04,680,585,1208,-0.88,-1.15,46,10000,60,Get Loans Marketplace,50,South East,3,67,,0,0,-2,5,15.0,0,0,0,0,8,1,1,0
59926,2020-08,900,1286,792,1.16,0.01,12,18000,48,Best Loans Warehouse,32,Yorkshire and The Humber,0,12,1.0,0,0,-2,4,0.0,0,0,1,23,9,6,1,1
57253,2021-02,1054,1245,994,-1.36,0.83,3,6000,30,Best Loans Warehouse,27,Yorkshire and The Humber,0,16,5.0,1,1,-2,3,54.0,0,0,0,0,0,0,0,1
60478,2020-07,773,634,805,-0.99,-0.66,12,7500,48,Other,36,West Midlands,6,117,,1,0,-2,3,42.0,0,0,0,0,2,0,0,2
57802,2020-01,811,809,1389,1.04,-0.46,12,3000,24,Get Loans Marketplace,29,South West,6,138,,0,0,-2,3,99.0,0,0,0,0,9,2,0,2
60023,2021-04,902,884,976,-1.16,0.02,12,20000,60,Other,47,South East,6,75,6.0,1,1,-2,1,,0,0,0,0,9,5,0,5
59743,2020-05,1081,532,1093,-1.39,0.97,2,11000,60,Best Loans Warehouse,31,East Midlands,1,36,9.0,1,1,-2,2,39.0,0,0,0,0,9,3,0,2
60761,2021-10,1258,486,1358,1.62,1.91,1,8000,48,Best Loans Warehouse,29,East of England,1,36,1.0,0,1,-2,2,10.0,0,0,0,0,5,4,0,1
57897,2020-09,1024,478,440,1.32,0.67,2,7000,60,Best Loans Warehouse,47,Yorkshire and The Humber,6,108,2.0,0,1,-2,4,73.0,0,0,0,0,1,1,0,4
62037,2021-03,1026,747,470,-1.32,0.68,2,5000,36,Best Loans Warehouse,42,South West,5,82,2.0,0,0,-2,2,,0,0,0,0,0,0,0,1
59888,2020-03,941,666,437,-1.21,0.23,4,4500,12,Best Loans Warehouse,28,London,3,47,3.0,0,0,0,3,1.0,0,0,0,0,9,3,0,2
61324,2020-04,745,662,1067,-0.96,-0.81,-2,4000,24,Other,45,South East,2,53,9.0,0,0,-2,0,97.0,0,0,0,0,6,3,0,0
57711,2020-10,786,700,1072,-1.01,-0.59,26,5000,48,Best Loans Warehouse,32,Yorkshire and The Humber,6,100,6.0,1,0,-2,4,,0,0,3,50,1,1,3,2
62316,2021-09,1160,833,1250,-1.49,1.39,6,6000,60,Other,34,West Midlands,4,56,1.0,1,1,-2,3,9.0,0,0,0,0,6,0,0,2
62275,2020-04,1007,649,1237,-1.3,0.58,3,8000,60,Best Loans Warehouse,30,East Midlands,6,86,3.0,0,0,0,2,68.0,0,0,0,0,9,3,0,1
58512,2020-05,1155,736,881,-1.49,1.37,4,1500,48,Other,44,West Midlands,3,77,6.0,1,1,-2,3,85.0,0,0,0,0,9,6,0,0
60833,2020-07,900,1044,1292,1.16,0.01,2,18000,60,Best Loans Warehouse,39,North West,1,38,7.0,1,1,-2,2,32.0,0,0,1,57,9,5,1,1
62478,2021-05,1053,713,1139,-1.36,0.82,2,6000,48,Best Loans Warehouse,26,East of England,6,93,2.0,0,0,-2,1,68.0,0,0,0,0,5,0,0,0
59271,2020-02,972,575,526,-1.25,0.39,4,3000,18,Best Loans Warehouse,41,West Midlands,4,75,1.0,1,1,0,1,,0,0,0,0,9,4,0,2
58894,2020-11,1082,814,1172,-1.39,0.98,3,6000,60,Best Loans Warehouse,29,Yorkshire and The Humber,5,80,5.0,0,1,0,1,86.0,0,0,0,0,9,2,0,4
61585,2020-03,1113,789,643,1.43,1.14,4,10000,60,Best Loans Warehouse,48,South East,1,28,5.0,1,0,0,4,,0,0,0,0,6,0,0,-2
59616,2021-11,1052,720,586,-1.35,0.82,4,9500,48,Best Loans Warehouse,38,South East,6,111,3.0,0,1,1,1,36.0,0,0,0,0,8,0,0,2
58418,2021-02,866,556,1280,-1.11,-0.17,8,7500,60,Get Loans Marketplace,37,Yorkshire and The Humber,0,12,,1,1,-2,6,31.0,0,0,0,0,9,3,0,1
59233,2021-06,954,572,1432,1.23,0.3,2,10000,60,Best Loans Warehouse,30,North West,4,57,3.0,0,0,0,1,26.0,0,0,0,0,7,4,0,0
59393,2020-06,908,903,1230,-1.17,0.06,4,10000,48,Best Loans Warehouse,47,Scotland,3,70,8.0,1,1,-2,3,1.0,0,0,0,0,7,1,0,3
59209,2021-08,1040,502,622,1.34,0.76,2,20000,60,Best Loans Warehouse,43,West Midlands,2,30,3.0,1,1,-2,1,70.0,0,0,0,0,9,4,0,0
58443,2021-01,700,876,296,-0.9,-1.05,26,12000,48,Best Loans Warehouse,43,Scotland,0,15,3.0,0,1,-2,2,50.0,0,0,2,68,9,6,2,6
61658,2020-09,755,510,467,0.97,-0.76,8,1500,48,Best Loans Warehouse,31,North West,6,113,2.0,1,0,1,0,61.0,0,0,0,0,9,5,0,0
59836,2021-12,648,753,276,-0.83,-1.32,30,2000,12,Best Loans Warehouse,55,South East,6,124,2.0,1,1,0,4,51.0,0,0,1,1,9,3,1,3
61512,2020-05,1241,1146,669,1.6,1.82,1,5000,60,Best Loans Warehouse,56,North West,3,75,1.0,1,1,-2,4,,0,0,0,0,9,1,0,1
60297,2021-03,900,528,1282,1.16,0.01,6,25000,60,Get Loans Marketplace,42,Yorkshire and The Humber,2,36,,0,1,-2,3,7.0,0,0,1,66,9,9,1,0
59733,2020-10,967,529,1465,-1.24,0.37,6,5000,48,Best Loans Warehouse,30,Scotland,1,20,5.0,0,0,0,3,46.0,0,0,0,0,9,4,0,0
61544,2021-10,815,513,1221,1.05,-0.44,26,25000,60,Get Loans Marketplace,56,London,1,38,,1,1,0,1,45.0,0,0,0,0,9,0,0,7
60338,2020-05,777,621,1371,1.0,-0.64,8,1500,12,Other,28,East of England,3,76,5.0,0,0,0,3,42.0,0,0,0,0,9,2,1,1
61720,2021-12,957,499,663,1.23,0.32,2,12000,60,Best Loans Warehouse,38,West Midlands,5,69,3.0,0,0,0,4,53.0,0,0,0,0,9,3,0,1
61777,2020-08,866,783,310,1.11,-0.17,2,7500,60,Best Loans Warehouse,46,Yorkshire and The Humber,0,16,2.0,0,0,-2,1,55.0,0,0,0,0,7,2,1,3
58397,2020-09,1226,896,806,1.58,1.74,0,7500,24,Other,23,West Midlands,0,11,,1,1,-2,2,92.0,0,0,0,0,5,1,0,1
62287,2021-09,944,596,648,1.21,0.25,6,1500,24,Best Loans Warehouse,59,East of England,1,32,9.0,1,1,-2,5,35.0,0,0,0,0,5,2,0,2
60181,2021-04,900,630,726,-1.16,0.01,3,3000,36,Best Loans Warehouse,59,East of England,4,87,2.0,1,1,-2,5,72.0,0,0,1,64,9,2,1,0
62052,2021-04,1150,721,1394,-1.48,1.34,1,9000,36,Loan Saving Expert,32,Scotland,0,12,2.0,0,1,-2,2,94.0,0,0,0,0,9,4,0,0
57244,2021-07,878,1232,394,-1.13,-0.1,1,3000,12,Best Loans Warehouse,51,Scotland,1,23,6.0,1,1,0,5,2.0,1,40,0,0,9,4,0,1
59847,2021-06,667,840,589,-0.86,-1.22,16,6000,60,Best Loans Warehouse,54,London,4,50,2.0,0,1,-2,0,,0,0,0,0,9,2,0,9
57371,2021-10,711,854,817,0.92,-0.99,30,20000,60,Best Loans Warehouse,40,East Midlands,3,58,4.0,1,1,0,3,,0,0,0,0,5,1,0,6
58767,2021-05,892,683,1364,-1.15,-0.03,12,7000,48,Other,39,South West,3,59,9.0,1,1,-2,3,53.0,0,0,0,0,8,3,0,2
59507,2021-01,811,499,501,1.04,-0.46,26,10000,60,Best Loans Warehouse,38,London,5,87,2.0,0,0,-2,1,,1,52,1,58,9,4,3,2
57445,2020-08,1047,709,619,1.35,0.79,3,7000,24,Best Loans Warehouse,48,West Midlands,0,12,1.0,0,0,-2,0,77.0,0,0,0,0,2,1,0,1
61874,2021-02,832,944,920,-1.07,-0.35,12,25000,60,Best Loans Warehouse,55,South West,6,78,6.0,1,1,-2,4,64.0,0,0,0,0,9,1,0,6
57262,2020-12,1164,623,846,1.5,1.41,4,20000,36,Best Loans Warehouse,39,East Midlands,6,115,9.0,1,1,-2,3,58.0,0,0,0,0,9,4,0,1
59565,2020-05,725,781,1001,0.93,-0.92,16,4500,60,Best Loans Warehouse,23,South East,0,17,3.0,0,0,0,4,69.0,0,0,0,0,6,5,0,2
61823,2020-10,951,794,1363,1.22,0.28,4,10000,36,Best Loans Warehouse,38,East Midlands,6,100,1.0,0,0,-2,6,67.0,0,0,0,0,2,0,0,2
62369,2021-09,875,581,1021,1.13,-0.12,5,5000,48,Best Loans Warehouse,35,South West,5,114,2.0,1,1,-2,5,,0,0,0,0,6,1,0,0
59254,2020-10,908,742,1170,-1.17,0.06,-2,3000,18,Best Loans Warehouse,34,South West,0,19,6.0,0,0,-2,0,,0,0,0,0,0,0,0,0
62297,2021-08,1106,700,798,-1.42,1.11,2,13000,60,Best Loans Warehouse,26,West Midlands,4,79,6.0,1,1,0,6,32.0,0,0,0,0,3,0,0,1
60958,2021-01,1091,792,1359,-1.4,1.03,4,12000,60,Best Loans Warehouse,25,South East,1,36,4.0,1,0,0,3,97.0,0,0,0,0,9,5,0,1
58689,2020-12,862,950,632,1.11,-0.19,6,15000,60,Loan Saving Expert,30,South East,3,61,1.0,0,0,0,6,46.0,0,0,0,0,9,5,0,1
62235,2021-06,673,835,479,-0.87,-1.19,16,4500,48,Best Loans Warehouse,49,Wales,6,121,3.0,1,1,0,4,23.0,0,0,2,53,9,3,2,4
57039,2021-09,833,659,1339,1.07,-0.34,8,1500,18,Best Loans Warehouse,30,East Midlands,5,118,3.0,0,0,-2,2,20.0,0,0,0,0,9,4,0,1
